feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,label
0.2943415234570852,1.4987870813861148,0.81867688659863,-0.6901773408414972,0.5147058869203452,0.11641864156157454,-1.7600590456061596,2.1620579519813408,-1.06012806360155,-0.10758990084572054,-0.4719485672619473,0.11678942352871473,0.19305845743550135,0.5785950931791835,-0.4757010464833413,1.082188656770836,-0.6789355619368393,-0.5317612972702246,-1.7200647827659332,0.22993521846514964,1.519944780540092,-0.24808880442510584,1.76496999446005,-1.0902040950520933,-1.3576905351393023,1.3885469733618805,-0.16912570384262665,-0.9742109705558383,0.26284143299597384,0.33261720534415457,0.9452420937245566,-0.33089645166259984,-1.3560843194348413,-0.27352455565922923,-0.019684774911658435,1.1264182816871156,-1.5085008327114928,-0.3765371026930645,0.2933442449662637,1.5455173649956386,0
1.060610201629817,2.6189537203266724,0.09114911385020408,5.2688671898032045,1.91303822954311,4.340672256044064,2.748000163736883,2.0182481984071026,3.6377262164525854,3.2795654577381326,2.4186165562043547,2.671581645833693,4.581753305072883,1.3049084878072543,6.777057794989381,3.3250183422387862,3.011034964937279,3.7705293017137436,2.5283572793471834,1.1348261945419325,3.8759856540276707,3.0086661789617843,4.375137085110024,3.082516842660323,1.642101462944525,2.4033496525692395,4.55292012796787,2.377093635977964,5.218548724495937,1.7780999860701066,2.8378739998652835,5.8449672539548025,3.6809396704047517,5.804223908647357,5.237280646673684,-2.115434393969494,1.630653101061959,6.691500314867582,1.6388477356547895,3.857892211039299,1
3.2325961779942958,3.3310150167869663,3.645865254521465,2.6641659508864883,3.051303884652808,1.4528180495679612,2.0594751256064803,1.0829997303107388,0.6546265776164599,-0.8460851608491393,5.192545443951921,5.540801538586409,-0.45128170625657704,3.501434007897652,0.7483647901341159,1.9580600630643148,2.629750633255427,1.8992290549112734,4.905892087923075,8.218392174669217,0.3754504165982677,4.7173344542364735,4.04207644814596,2.9193952715129443,1.3668131522746723,-0.9296398494144467,3.8937332706402525,3.2818817652917054,3.197413225679905,4.4612218711327545,3.979243857255596,2.968709558961135,4.466181577774769,3.1886666701227617,3.143819520274324,5.635513813209542,3.1322779408574735,-0.14549437280146638,4.821543831275076,4.784209828545345,1
-2.1847980018276596,0.45918055483258596,0.39935931289665577,-1.7239800295155434,1.0000461431316872,1.7438359012909188,-0.062480331002476235,0.14099987497696337,1.4791162029869056,-1.12633203408798,-1.1010774576228928,-0.8393835039192011,0.03708210431099252,0.03441584426248023,-0.5532902752802538,-0.30048041145753834,-0.5395682349507531,-0.4918000113806116,-0.7685214602785865,-0.760439738474185,-2.0009438349276003,-0.22367509437798383,-1.955579322217269,0.7505591187074215,-0.5599178441451599,-0.11940957871632733,-0.37320963275195645,-0.24411377534822737,1.263374815596718,-1.3514964119272816,-1.6233169223424844,0.11937232666396394,-0.4958797237393189,0.3596239213439461,0.7165772397413153,-1.1063432565651852,0.6033888432648137,-1.0219434869195063,0.0745751909381243,-1.236913723593805,0
0.7712942969323355,-0.09025491634416882,0.26845604309649695,-0.7302838683519803,-0.2595929627845823,0.20803571919472594,1.036940718748204,0.45839618289282336,-0.39906559387309537,-0.3205488525339344,0.12253926590740906,-0.23287237184975748,-0.018804250268212027,-2.6530378148920954,-0.8731599392471293,1.7343665751370785,0.4390215149212864,0.5205057541354782,0.452298659367544,0.35819664650151195,0.14689937593219168,1.1851005417644407,0.5117777565492567,-1.7293242912266407,-0.6964658909921297,-0.5952602757145549,2.365120858518148,0.11829184593256976,1.364408401258493,-0.21831169626242208,0.34046178077216505,0.05996859298597858,-0.5191621107583597,-0.9121754648305732,-0.0013871679152469916,-0.7807445985392016,0.1449517499473653,-0.4314991542652115,0.8270639369210868,-0.8111178572669209,0
0.46287214549309574,4.234942868786291,3.670460131111593,5.570160311322863,6.058451204833883,3.8946914915624298,1.5619048060266898,4.109902350058812,5.128313255962443,0.26838055820100326,2.2881912713048504,-2.635197657101555,4.088302564952789,6.107281238886225,4.519142379761424,-0.32814628041462246,0.8602626139244034,3.2528068821667793,4.2777299363431815,5.897961336770628,3.7054256922509072,0.22579339812295718,2.415411923386222,2.211351855499371,3.4091340870157474,4.383978327740895,-0.02700196941244659,3.7859926396329255,0.04148190467892565,3.2000330872700142,6.136800515387929,3.2978534151161147,0.014727136400187746,4.754803283727134,1.0174015870913429,5.681062724326951,1.5595802463559132,0.5147860482416182,6.477481924748987,2.95544020083304,1
1.3212111260775763,-1.6139014554789917,1.4922645094750588,-0.2536404538925019,-1.1485833152387388,-0.24735092714891319,-0.7225967814014777,0.4408197989057157,-0.6481324338877777,-1.911642210919043,-0.22056253440898946,-1.356545052286539,0.20431988398831977,-1.1871303322833242,-0.4880128031720859,0.1825878042143362,-0.2124587250342695,0.25043028300104486,0.6802871657177568,-1.157933699731306,-0.06439754062470791,-3.329503797508129,0.24733330168252382,-0.3008141303748423,-0.9834497634779713,0.31571942229652405,1.1726975771850674,-0.4760177475989431,-0.9448144902417202,0.16502526243871166,-1.3356066666463606,-0.6603813705355391,1.2224021616505023,0.06217922981228763,-1.8794669639461663,-1.796991647279401,0.16208569264677555,0.8623905759176876,-1.6176214586261501,0.4497126074965085,0
1.9682327291033321,2.679853956276686,2.828437647539354,5.864591591288542,3.9284721399765345,4.373696125271913,5.881094771522389,-0.15743595823054557,2.181129312436709,5.1410339860320375,1.3339390169397212,0.007267162348094658,0.5767325179385825,4.8807609941039365,5.682624621980052,2.6891863810467833,3.7524385655904275,2.8943072354580606,3.4007455787901795,1.2767728033073775,-1.497754118469107,1.9026775890870018,5.015675943580341,5.577791640444653,1.518276518027162,1.9059344376602725,3.914373601972213,6.976938854833945,5.144585550141107,5.412851209406947,0.346558394588242,6.267850912690868,1.8562943542450967,1.8154923625005914,4.819699548137386,4.4899645363383724,4.244555843712822,4.659307336956499,2.745949101926021,5.228860047896461,1
0.6893825429756253,-0.15935857475646428,-0.8497950030229446,0.8011285839119535,1.7097059006073305,0.7752307288377537,-0.3711919512615264,-0.9434698244081563,0.14462763378954377,0.8731692923815881,-0.3870530262337276,-0.2903829916507967,2.8220002498383985,1.078651945959726,1.1501286783936322,-1.460285906058812,-0.7071886792934604,0.07468163945423903,-1.0011375578851496,1.6003972988892943,1.4103123065906453,-0.5335453373840537,1.7839186066074848,-0.004252096719942134,2.5893897173890488,0.14468613052503645,0.576192750328422,1.3999034411695583,1.2776333498078092,0.5107320661358935,-0.14114031944383582,0.5141326999931192,-0.816184171876115,0.15213371886411586,-1.1093075324979949,-1.7808816400803014,0.05042676413944306,1.2622778906716723,0.9258046415960592,-0.08191229572560826,0
0.9443306662997598,0.9519409698285866,0.2406215565130192,-1.11832125966878,1.089185563643442,-1.800316527929501,-0.7738769854491359,0.5802681195188306,-0.4082849072436939,-0.9897681551854693,1.3841321800970185,1.133419764601759,1.0664523446296412,0.3320959339964396,0.03482926587449128,1.7379578433862175,1.4352902074651166,-0.08427286185696722,2.7112771876365866,-0.12510233163361,0.3854665838228525,1.390479061483398,0.3715743156269845,-0.26430430479558786,0.3817020740166748,-0.005254678632376797,-2.1305401230942485,1.0033847731032912,-0.6224062065089604,-1.1505779940910195,1.2049388748954457,0.3781805080294619,0.6795744790633325,-0.12633277276831367,0.2242878757361789,-0.3007226007911472,-0.8613725259506315,0.6853322636994028,0.2379312431827208,1.721513563665452,0
